,EDA_mean,EDA_d1_mean,EDA_d2_mean,TASK,PID,BVP_mean,BVP_d1_mean,BVP_d2_mean,PD_mean,PD_median,PD_std_mean,duration,engage_score,section,if_engage,TURN,time_spent
0,0.1032825455758948,0.000180287823442,9.014391172100718e-05,Base1,PA1,0.5369084559725712,3.870214695415784e-05,1.935107347707892e-05,2.877980286762891,2.878403479903891,0.065025817277036,140.1,4.7,0,Yes,1,140.1
1,0.0185161544994922,7.839534577542217e-05,3.919767288771109e-05,Read1,PA1,0.536890553980546,2.235626922182077e-05,1.1178134610910387e-05,2.503462714545169,2.49165609156052,0.0957823976384173,197.8,1.8,1,No,2,337.9
2,0.0544092529777646,7.533449441903781e-05,3.7667247209518905e-05,Listen1,PA1,0.5368891986777695,5.428474057419799e-05,2.7142370287099e-05,2.580567916372862,2.566509657647847,0.1092771023351483,229.0,3.6,1,Yes,3,566.9
3,0.1362678561922905,0.0002076953228885,0.0001038476614442,Write1,PA1,0.5368865096201877,0.0008438696943898,0.0004219348471949,2.9638268919237944,2.954022438413769,0.116615794411304,209.7,5.0,1,Yes,4,776.5999999999999
4,0.2650662987789781,0.0001526543351417,7.632716757089195e-05,Speak1,PA1,0.5369172185888562,4.029109726874819e-05,2.014554863437409e-05,3.1613320169506154,3.172162984098299,0.1601622966253395,83.8,4.1,1,No,5,860.3999999999999
5,0.7043663631053501,0.0003047240297388,0.0001523620148694,Base2,PA1,0.5368975320842114,2.165327113040959e-05,1.0826635565204796e-05,2.9923639379355413,3.004513846272622,0.1225104717120934,140.2,3.7,0,No,6,1000.6
6,0.7300912108028124,0.0005057933030367,0.0002528966515183,Listen2,PA1,0.5368901265411437,0.0001800523809998,9.002619049990648e-05,2.611520973493394,2.6034889480294265,0.1051116550269875,251.8,2.0,2,No,7,1252.4
7,0.9227481933900616,0.0005755842491237,0.0002877921245618,Speak2,PA1,0.5368873504397105,5.597485596168789e-05,2.7987427980843946e-05,2.8051372897970186,2.801032557919781,0.1158887968463426,131.5,5.0,2,Yes,8,1383.9
8,0.3642906183370517,0.000433236934395,0.0002166184671975,Write2,PA1,0.536891566245554,0.0009315362253252,0.0004657681126626,2.9814525992808787,2.966425388933477,0.1630328868094234,298.2,5.0,2,No,9,1682.1
9,0.308360258869504,0.0001977068433765,9.885342168827452e-05,Read2,PA1,0.5368884641070764,2.2717406139279684e-05,1.1358703069639842e-05,2.8200530843472618,2.812571181254135,0.0721730354968759,169.6,2.0,2,Yes,10,1851.7
10,0.8682306497087718,0.0002553939036809,0.0001276969518404,Base1,PA2,0.5316616231132815,0.0003573745765499,0.0001786872882749,3.054283813609967,3.063621329283436,0.1366185709699034,135.0,3.3,0,No,1,135.0
11,0.8987744141054377,0.0002754440135392,0.0001377220067696,Listen1,PA2,0.5317075784114575,0.0002617474520082,0.0001308737260041,2.5321988521077285,2.523813423935513,0.1279133213415732,236.0,3.3,1,No,2,371.0
12,0.8799610172278994,0.0002485387900031,0.0001242693950015,Write1,PA2,0.5317245983459944,0.0014458940678245,0.0007229470339122,2.446386336454381,2.4420218321642992,0.0643281501820755,201.0,3.1,1,No,3,572.0
13,0.6945699988445952,0.0002354720998507,0.0001177360499253,Read1,PA2,0.5317595280236354,0.0002464534343134,0.0001232267171567,2.3580756933823914,2.3574792646077567,0.0599655356217179,163.0,3.3,1,No,4,735.0
14,0.7513678093185372,0.0009122404106021,0.000456120205301,Speak1,PA2,0.5318961894041367,0.0004713320256164,0.0002356660128082,2.663148637675269,2.623918934138091,0.1855122643081022,84.0,3.1,1,No,5,819.0
15,0.1786039074072294,8.786215670837743e-05,4.393107835418872e-05,Base2,PA2,0.5317885765968576,0.0004554032479625,0.0002277016239812,2.670407712737661,2.6707887561992734,0.1396094675210711,129.0,3.6,0,Yes,6,948.0
16,0.0548409057567414,3.627288070403229e-05,1.8136440352016147e-05,Write2,PA2,0.5317306047747455,0.0018504469287645,0.0009252234643822,2.4348944955274705,2.4273729320645967,0.0761365368324994,676.0,3.6,2,Yes,7,1624.0
17,0.0322732733465914,4.097288933649749e-05,2.0486444668248746e-05,Listen2,PA2,0.5316611523228968,0.0004625158755522,0.0002312579377761,2.65210298008205,2.647553802100324,0.0766195758765896,224.0,3.4,2,Yes,8,1848.0
18,0.2703463494869423,0.0004682853531765,0.0002341426765882,Speak2,PA2,0.5319229581531361,0.0004298566650296,0.0002149283325148,2.588745098182198,2.570466376970672,0.1373146537477214,159.0,3.6,2,Yes,9,2007.0
19,0.2995276352089175,0.0002323662460369,0.0001161831230184,Read2,PA2,0.5315213645515201,0.0003953177892317,0.0001976588946158,2.37296233096224,2.356371530399454,0.1277273112749798,125.0,3.4,2,Yes,10,2132.0
20,0.5503468117881395,0.0002404584307291,0.0001202292153645,Base1,PA3,0.5012198222440226,0.0009938354358437,0.0004969177179218,3.659774617393951,3.662441642074449,0.0931947852851116,138.5,2.4,0,Yes,1,138.5
21,0.5176932523811565,0.0003314767959001,0.00016573839795,Listen1,PA3,0.5012043212055964,3.889156962050778e-05,1.944578481025389e-05,3.2643234912761,3.2613698360861285,0.0713753043314923,222.6,2.1,1,Yes,2,361.1
22,0.6381042676939562,0.001248957896971,0.0006244789484855,Speak1,PA3,0.5012391691781717,0.0005872194989002,0.0002936097494501,3.2302882298648723,3.226882443274228,0.1397220024762506,54.4,2.6,1,No,3,415.5
23,0.5229295325321444,0.0008592885688375,0.0004296442844187,Write1,PA3,0.5011725637473546,0.0001439357230509,7.196786152545442e-05,3.5490152857487147,3.530332858937035,0.104150421187148,94.7,3.3,1,No,4,510.2
24,0.4322875906512728,0.0003325386996609,0.0001662693498304,Read1,PA3,0.5012634539781686,0.0002982890919878,0.0001491445459939,3.067238380557096,3.0674230061782444,0.0341105411692656,137.0,2.7,1,Yes,5,647.2
25,0.1583144071495808,0.000214313651938,0.000107156825969,Base2,PA3,0.5011888767501009,0.0006431289884093,0.0003215644942046,3.6731847305563,3.674835965160972,0.0581824798673344,120.6,2.3,0,No,6,767.8000000000001
26,0.353765756660568,0.0004029742719354,0.0002014871359677,Speak2,PA3,0.5012135790922979,0.0003991128190366,0.0001995564095183,3.585738479361256,3.5665249738133165,0.1521901229926003,102.1,3.0,2,Yes,7,869.9000000000001
27,0.1801541024233907,0.0004288095375852,0.0002144047687926,Write2,PA3,0.5011745222871532,0.0006332355027472,0.0003166177513736,3.553917662364924,3.552491499641193,0.1145308113866684,198.9,3.6,2,Yes,8,1068.8000000000002
28,0.1560630697402033,0.0001807577010789,9.03788505394848e-05,Listen2,PA3,0.5011900210284645,0.0003869463167129,0.0001934731583564,3.2182957237915018,3.212255647446207,0.0562512700320573,213.9,2.1,2,No,9,1282.7000000000005
29,0.3262088042990456,0.0003268496909869,0.0001634248454934,Read2,PA3,0.5011935650487119,9.677062246890128e-05,4.838531123445064e-05,3.061649432328247,3.048604360470057,0.0846162517025589,116.3,2.7,2,No,10,1399.0000000000002
30,0.6838754901253351,8.999461959098248e-05,4.499730979549124e-05,Base1,PA5,0.4732914605318088,0.0002846333556482,0.0001423166778241,2.9078004221707614,2.915009844398757,0.0625460875668908,141.3,2.0,0,Yes,1,141.3
31,0.7681710824779998,0.0004119973454814,0.0002059986727407,Speak1,PA5,0.4736051618066228,0.0001967421208444,9.837106042224686e-05,2.9514526070404288,2.956877555625537,0.1208949755555992,56.3,1.0,1,Yes,2,197.6
32,0.8386536322779446,4.72129449675118e-05,2.36064724837559e-05,Read1,PA5,0.473256130788291,0.0001091139234844,5.455696174220205e-05,2.583662245510708,2.583287460564246,0.0318387816878252,119.9,3.7,1,Yes,3,317.5
33,0.6855853965189448,0.0001736935241218,8.684676206093947e-05,Write1,PA5,0.4733156865825385,0.0005018761440801,0.00025093807204,2.830506363523461,2.824203526052381,0.059802543462279,154.9,1.1,1,No,4,472.4
34,0.8246152286307118,0.000333170876569,0.0001665854382845,Listen1,PA5,0.4729395609813292,0.0002700086099972,0.0001350043049986,2.8059585178531994,2.8007593109841964,0.0776785848282789,198.1,1.7,1,No,5,670.5
35,0.553206639612405,0.0001581601852911,7.908009264559442e-05,Base2,PA5,0.4725350273553747,0.0003667884542954,0.0001833942271477,3.031786285942897,3.026523015299744,0.0677928846498775,123.5,2.0,0,No,6,794.0
36,0.7033094288490715,0.0002086857480289,0.0001043428740144,Speak2,PA5,0.4733094744780092,0.0001625092636099,8.125463180499275e-05,2.783474270241892,2.770323299003005,0.0712655664652384,105.3,1.0,2,No,7,899.3
37,0.5998813668466212,0.0004271701697824,0.0002135850848912,Read2,PA5,0.4733402415138765,0.0001571143299504,7.855716497522527e-05,2.6018876445181705,2.5946393090887514,0.0543909005386115,117.3,2.9,2,No,8,1016.6
38,0.5823112948079954,0.0004705699863821,0.000235284993191,Listen2,PA5,0.4732625343724617,0.0005590384688129,0.0002795192344064,2.6597821804201214,2.657866359630682,0.0450153658349464,192.6,1.9,2,Yes,9,1209.1999999999998
39,0.6444159790976234,0.000159172704992,7.958635249602519e-05,Write2,PA5,0.4733159420901266,0.0005983173461444,0.0002991586730722,2.721417271024514,2.715714174293013,0.050231238871506,375.5,2.7,2,Yes,10,1584.6999999999998
40,0.0409814026615665,3.164369661890803e-05,1.5821848309454014e-05,Base2,PA6,0.5496461861675193,4.734510595800184e-05,2.367255297900092e-05,3.164310400087209,3.1749398398087214,0.1242623365789451,141.2,2.3,0,No,1,141.2
41,0.4532448199273307,0.0010424618908307,0.0005212309454153,Speak2,PA6,0.5496617388039673,4.375308800900251e-05,2.187654400450125e-05,2.950133974464113,2.946606878195856,0.0583460826309524,119.3,3.0,2,Yes,2,260.5
42,0.1882643000296451,0.0001696531187551,8.482655937755796e-05,Write2,PA6,0.5496188211641001,0.0025631329745282,0.0012815664872641,2.774895238356072,2.76888541963569,0.0668562810305325,537.8,4.0,2,Yes,3,798.3
43,0.0569172279878793,8.6530249193758e-05,4.3265124596879e-05,Listen2,PA6,0.5496211114474189,0.0001212528737217,6.062643686087802e-05,2.958893941717057,2.950389049415228,0.1505810663816481,194.1,2.3,2,No,4,992.4
44,0.0211404976354388,6.61273368371911e-05,3.306366841859555e-05,Read2,PA6,0.5496587802358343,4.319274144799022e-05,2.159637072399511e-05,2.800037561665474,2.800520914212067,0.0888340354848598,162.5,3.6,2,Yes,5,1154.9
45,0.464886270634297,0.0002688227700338,0.0001344113850169,Base1,PA6,0.5496597147580395,0.0001987772057181,9.938860285905496e-05,3.0822513068644697,3.07617685883182,0.0942028869192274,130.7,3.1,0,Yes,6,1285.6
46,0.1954854895435115,0.0001818716637054,9.093583185272513e-05,Listen1,PA6,0.5496272954283326,4.4377033863666176e-05,2.2188516931833088e-05,2.866412233218298,2.85642044797112,0.1009850022428811,211.4,3.6,1,Yes,7,1497.0000000000002
47,0.0562532965861909,7.956488032161374e-05,3.978244016080687e-05,Write1,PA6,0.5496211661856406,3.962698220663658e-05,1.981349110331829e-05,2.70874106137316,2.7040950604553564,0.0503192210544301,23.8,2.9,1,No,8,1520.8000000000002
48,0.353851479875066,0.0001218062449075,6.090312245378056e-05,Speak1,PA6,0.5495756143308834,1.8152083570886368e-05,9.076041785443184e-06,2.754144787047908,2.747908821017046,0.0774490551926365,27.6,2.6,1,No,9,1548.4
49,0.1902268341657976,0.000131732021211,6.586601060553711e-05,Read1,PA6,0.5498066243708857,7.274710176671936e-05,3.637355088335968e-05,2.8916559298079982,2.8883842606982406,0.094458645385004,14.6,4.0,1,No,10,1563.0
50,0.1266198992390526,0.0001773044236853,8.865221184266223e-05,Base2,PA7,0.4003441446794329,0.0001052214616121,5.261073080609952e-05,3.681357235060316,3.735439265335613,0.2250787568486766,137.8,2.6,0,Yes,1,137.8
51,0.0262025784672504,0.0001140575984345,5.702879921726365e-05,Read2,PA7,0.4002388039070086,0.0001222587696355,6.112938481777503e-05,2.863661433009958,2.8552109735452733,0.0786850638566897,226.4,3.6,2,No,2,364.2000000000001
52,0.1215014108958507,5.732140636149101e-05,2.8660703180745504e-05,Write2,PA7,0.4002328489596937,0.0003991998029599,0.0001995999014799,3.0363169667932195,3.0298499055971533,0.0966616325301801,1503.8,3.7,2,No,3,1868.0
53,0.1466166964570133,9.622569475836832e-05,4.811284737918416e-05,Speak2,PA7,0.4002094421996573,0.0003270433045948,0.0001635216522974,3.1201446112544136,3.114259552544651,0.1862837414923824,115.3,4.6,2,Yes,4,1983.3
54,0.1241404025745507,0.0001654125069398,8.270625346990928e-05,Listen2,PA7,0.4002360817310914,8.962242070244794e-05,4.481121035122397e-05,3.0970041957887324,3.090634198275457,0.130224049331587,254.8,2.7,2,No,5,2238.1
55,0.1794615797026628,0.0001041843728891,5.209218644455938e-05,Base1,PA7,0.4003995616038225,0.0002847684561492,0.0001423842280746,3.27223116245156,3.2688689310899,0.2143293592072406,130.3,2.1,0,No,6,2368.4
56,0.1571889162974054,5.3327493009914434e-05,2.6663746504957217e-05,Write1,PA7,0.4001202903305462,0.0003154409081143,0.0001577204540571,2.847603381224688,2.8400834834899955,0.0760034041970917,207.3,4.4,1,Yes,7,2575.7000000000003
57,0.1959283788920502,6.903708931551155e-05,3.451854465775578e-05,Listen1,PA7,0.4002389161602245,8.205975606952336e-05,4.102987803476168e-05,3.0187019203761536,3.013748570137045,0.0817451507311491,233.5,4.4,1,Yes,8,2809.2000000000003
58,0.2461081283282469,7.845297145317616e-05,3.922648572658808e-05,Speak1,PA7,0.4002194807518107,0.0004340716583386,0.0002170358291693,2.914993160237595,2.888915040231529,0.1394363503272318,553.6,4.4,1,No,9,3362.8
59,0.2855735645801188,0.0001163135738601,5.8156786930057945e-05,Read1,PA7,0.4004059998616783,0.0004965244406152,0.0002482622203076,3.2284709293744704,3.2177563260294653,0.2038380405857258,70.2,3.7,1,Yes,10,3433.0
60,0.1157032757721963,0.0001854286812108,9.271434060544188e-05,Base2,PA8,0.543521302460496,0.0002955024565245,0.0001477512282622,3.657339156120504,3.668621814913261,0.1282990689951965,133.7,2.3,0,Yes,1,133.7
61,0.1315201911323948,7.474732170018131e-05,3.7373660850090656e-05,Read2,PA8,0.5433969888632608,9.363142899890186e-05,4.681571449945093e-05,2.837199336969126,2.840544417786729,0.0755803459907308,120.2,3.1,2,Yes,2,253.9
62,0.6731128535670251,0.0003070550137536,0.0001535275068768,Write2,PA8,0.543426624245411,0.0003407654192977,0.0001703827096488,3.329274707087708,3.3222004834195658,0.1149096925231924,665.0,3.6,2,Yes,3,918.9
63,0.6139350803607837,0.0003884822969571,0.0001942411484785,Speak2,PA8,0.543284905028638,0.0003632047584904,0.0001816023792452,3.603951935002627,3.596331693916039,0.1705932689646219,134.0,2.0,2,No,4,1052.9
64,0.35168012630316,0.0002663732483218,0.0001331866241609,Listen2,PA8,0.5434121475809172,0.0006495255150364,0.0003247627575182,3.495299580049525,3.49570963502706,0.1276711476673885,203.5,2.1,2,No,5,1256.4
65,0.0354996314998668,4.96251441372661e-05,2.481257206863305e-05,Base1,PA8,0.5434548774226108,0.0001458203488242,7.291017441212796e-05,3.4427312030404646,3.4406648713237464,0.1220677665408487,130.4,1.0,0,No,6,1386.8000000000002
66,0.0343216041043863,2.3948216863397057e-05,1.1974108431698529e-05,Read1,PA8,0.543389806937095,0.0005774545077571,0.0002887272538785,3.181203873940852,3.1708984827155287,0.0974654218001568,119.6,2.7,1,No,7,1506.4
67,0.0326959296998445,3.244574448479563e-05,1.6222872242397814e-05,Listen1,PA8,0.5434596138665262,0.0002569568797877,0.0001284784398938,3.280995342828371,3.2753734317359817,0.1073944138338977,209.0,2.3,1,Yes,8,1715.4
68,0.0165510452054763,5.913619617036614e-05,2.956809808518307e-05,Write1,PA8,0.5431332855230696,0.0002812655568859,0.0001406327784429,3.743103558588696,3.741418631255076,0.1769040591021413,65.0,2.9,1,No,9,1780.4
69,0.0056047163426284,3.5246275844886525e-05,1.7623137922443263e-05,Speak1,PA8,0.5434324737751186,0.0001525966048084,7.629830240422077e-05,3.24347694197758,3.236296547161736,0.1541173062808846,81.5,2.0,1,Yes,10,1861.9
